Date,AMZN_prices_prices,TSLA_prices_prices,META_prices_prices,AAPL_prices_prices,JNJ_prices_prices,V_prices_prices,PG_prices_prices,JPM_prices_prices,MSFT_prices_prices,GOOGL_prices_prices
2012-07-02,11.465999603271484,2.0266671180725098,30.770000457763672,17.938112258911133,49.38071060180664,29.171541213989254,43.49276351928711,26.11759185791016,24.61083602905273,14.526275634765623
2012-07-03,11.476499557495115,2.0439999103546143,31.200000762939453,18.14670181274414,49.409767150878906,29.107023239135746,43.61359786987305,26.04499244689941,24.77190589904785,14.71045970916748
2012-07-05,11.352999687194824,2.0820000171661377,31.46999931335449,18.46548843383789,49.220951080322266,29.261384963989254,43.60648727416992,24.95616340637207,24.72358703613281,14.91291332244873
2012-07-06,11.2524995803833,2.065999984741211,31.729999542236328,18.342573165893555,49.11929321289063,28.86282157897949,43.55673599243164,24.60773658752441,24.312877655029297,14.66416358947754
2012-07-09,11.2524995803833,2.0993330478668213,32.16999816894531,18.585071563720703,49.220951080322266,28.487281799316406,43.74864196777344,24.65128517150879,24.159852981567383,14.664915084838867
2012-07-10,10.975000381469728,2.084666967391968,31.46999931335449,18.413116455078125,49.29357147216797,28.17165756225586,43.87659454345703,24.861787796020508,23.950469970703125,14.55705738067627
2012-07-11,10.918499946594238,2.1006669998168945,30.96999931335449,18.29867935180664,49.3080940246582,27.816864013671875,43.64203643798828,25.10860061645508,23.59612274169922,14.29404354095459
2012-07-12,10.767999649047852,2.180000066757202,30.809999465942383,18.13126945495605,49.17012786865234,28.25459289550781,45.276832580566406,24.70935440063477,23.056554794311523,14.276275634765623
2012-07-13,10.919500350952148,2.2833330631256104,30.71999931335449,18.315025329589844,49.82368850708008,28.58865165710449,46.26480865478516,26.182918548583984,23.668603897094727,14.427427291870115
2012-07-16,10.80049991607666,2.3973329067230225,28.25,18.373760223388672,49.70748901367188,29.293636322021484,46.06579208374024,25.47153854370117,23.708871841430664,14.3873872756958
2012-07-17,10.846500396728516,2.2233328819274902,28.09000015258789,18.37467765808105,50.10690689086914,29.54245948791504,46.44962310791016,25.39896011352539,23.88605308532715,14.432682991027832
2012-07-18,10.873499870300291,2.1433329582214355,29.11000061035156,18.35408592224121,50.37558364868164,29.447999954223636,46.47256851196289,25.377178192138672,24.522253036499023,14.533534049987791
2012-07-19,11.308500289916992,2.1513330936431885,29.0,18.59809875488281,50.49177551269531,28.888160705566406,46.54425430297852,25.01422882080078,24.699426651000977,14.841341018676758
2012-07-20,11.41450023651123,2.119333028793335,28.76000022888184,18.29474449157715,49.83821868896485,28.971097946166992,46.40802764892578,24.60773658752441,24.256500244140625,15.285785675048828
2012-07-23,11.30049991607666,2.0439999103546143,28.75,18.280517578125,49.46058654785156,28.67620277404785,46.16427230834961,24.999711990356445,23.58002281188965,15.403153419494627
2012-07-24,11.152000427246094,1.9893330335617063,28.450000762939453,18.19242286682129,48.90869522094727,28.256908416748047,45.89899063110352,25.21022605895996,23.475322723388672,15.20445442199707
2012-07-25,10.852499961853027,1.9299999475479128,29.34000015258789,17.406797409057617,49.03939437866211,28.153228759765625,45.89899063110352,25.52961540222168,23.217622756958008,15.214964866638184
2012-07-26,11.000499725341797,1.8753329515457156,26.850000381469727,17.404075622558594,49.918087005615234,29.20608901977539,46.28615188598633,25.99418830871582,23.483383178710938,15.34934902191162
2012-07-27,11.866000175476074,1.9673329591751096,23.709999084472656,17.715293884277344,50.484519958496094,29.752103805541992,46.6661376953125,26.778152465820312,23.96657943725586,15.88988971710205
2012-07-30,11.804499626159668,1.8233330249786377,23.149999618530277,18.014097213745117,50.433692932128906,30.14376640319824,46.67329788208008,26.233726501464844,23.869935989379883,15.823323249816896
2012-07-31,11.664999961853027,1.8279999494552608,21.709999084472656,18.490314483642575,50.26665496826172,29.73597717285156,46.27181243896485,26.132104873657227,23.733030319213867,15.840089797973633
2012-08-01,11.604499816894531,1.75,20.8799991607666,18.3707332611084,50.382850646972656,29.365062713623047,45.89183044433594,26.132104873657227,23.684715270996094,15.832833290100098
2012-08-02,11.540499687194824,1.7400000095367432,20.040000915527344,18.400405883789062,49.70748901367188,29.782062530517575,45.53335952758789,25.52961540222168,23.507543563842773,15.73448371887207
